name,email,course,date,login_count,session_minutes,quiz_score,submitted
Student_30091,s30091@university.edu,Social Sciences,2026-07-01,0,4.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-07-02,0,4.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-07-03,0,4.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-07-04,0,8.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-07-06,0,4.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-07-07,0,4.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-07-22,1,36.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-07-23,2,56.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-07-26,5,164.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-07-29,2,44.0,100.0,1
Student_30091,s30091@university.edu,Social Sciences,2026-07-30,0,4.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-07-31,0,4.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-08-05,0,6.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-08-06,0,4.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-08-08,2,42.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-08-14,0,8.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-08-16,0,2.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-08-19,1,34.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-08-30,0,8.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-08-31,1,26.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-09-01,0,2.0,78.0,1
Student_30091,s30091@university.edu,Social Sciences,2026-09-07,0,8.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-09-27,1,22.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-10-04,0,14.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-10-07,3,62.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-10-09,0,10.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-10-19,3,68.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-10-21,3,62.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-10-22,0,4.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-10-27,0,4.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-11-02,4,86.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-11-05,5,118.0,,0
Student_30091,s30091@university.edu,Social Sciences,2026-11-16,2,50.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-03-08,5,106.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-03-11,1,28.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-03-12,1,24.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-03-14,0,8.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-03-16,1,34.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-03-19,2,56.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-03-20,1,38.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-03-21,2,48.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-03-23,0,6.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-03-27,0,16.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-03-29,0,4.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-03-31,5,132.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-01,2,54.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-02,0,2.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-03,3,60.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-04,1,22.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-06,1,20.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-07,0,4.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-09,0,4.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-10,1,24.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-11,0,14.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-12,0,18.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-13,1,30.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-14,0,18.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-15,1,32.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-16,0,16.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-17,0,4.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-18,0,10.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-19,1,28.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-28,0,2.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-04-30,1,20.0,83.0,1
Student_31014,s31014@university.edu,Social Sciences,2026-05-03,0,10.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-05-05,0,4.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-05-08,1,30.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-05-09,0,12.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-05-11,0,4.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-05-12,0,10.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-05-15,0,10.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-05-17,0,10.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-05-18,0,2.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-05-27,3,60.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-06-10,0,18.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-06-20,0,2.0,82.0,1
Student_31014,s31014@university.edu,Social Sciences,2026-06-29,0,2.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-07-03,0,2.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-07-04,0,2.0,,0
Student_31014,s31014@university.edu,Social Sciences,2026-07-11,0,2.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-03-18,4,92.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-03-23,3,70.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-03-26,2,58.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-03-29,1,32.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-03-31,0,14.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-02,5,130.0,81.0,1
Student_31849,s31849@university.edu,Social Sciences,2026-04-03,1,38.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-05,3,64.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-08,1,34.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-09,0,10.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-10,5,106.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-11,0,12.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-12,0,10.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-13,2,46.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-14,1,20.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-15,1,26.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-16,3,66.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-20,1,36.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-23,0,14.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-24,2,44.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-25,2,40.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-26,0,12.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-27,0,10.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-04-30,1,36.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-05-06,3,76.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-05-07,1,28.0,70.0,1
Student_31849,s31849@university.edu,Social Sciences,2026-05-10,2,48.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-05-13,1,22.0,100.0,1
Student_31849,s31849@university.edu,Social Sciences,2026-05-14,0,14.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-05-21,0,2.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-05-28,1,36.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-06-12,0,14.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-06-15,0,2.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-06-16,1,28.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-06-18,2,42.0,62.0,1
Student_31849,s31849@university.edu,Social Sciences,2026-06-23,0,2.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-06-27,0,18.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-07-02,0,10.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-07-05,0,16.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-07-09,0,4.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-07-16,0,2.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-07-18,0,2.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-07-23,2,42.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-07-25,0,14.0,63.0,1
Student_31849,s31849@university.edu,Social Sciences,2026-07-28,0,14.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-08-02,0,2.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-08-13,2,56.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-08-16,0,10.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-08-20,0,14.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-08-27,2,42.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-08-30,1,32.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-09-02,0,2.0,60.0,1
Student_31849,s31849@university.edu,Social Sciences,2026-09-04,1,26.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-09-05,1,32.0,65.0,1
Student_31849,s31849@university.edu,Social Sciences,2026-09-07,0,6.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-09-09,0,2.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-09-11,0,2.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-09-20,1,26.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-10-08,2,50.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-10-10,0,10.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-10-18,0,6.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-10-22,5,156.0,77.0,1
Student_31849,s31849@university.edu,Social Sciences,2026-10-23,0,12.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-10-24,0,10.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-10-25,0,6.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-10-30,0,14.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-11-09,4,80.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-11-11,0,10.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-11-12,2,56.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-11-13,0,14.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-11-14,2,52.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-11-15,0,6.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-11-16,2,54.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-11-18,0,16.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-11-21,0,16.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-11-25,1,20.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-11-27,1,20.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-11-30,0,8.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-12-04,1,24.0,,0
Student_31849,s31849@university.edu,Social Sciences,2026-12-11,0,10.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-03-12,2,50.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-04-03,4,90.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-04-04,1,34.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-04-06,0,2.0,70.0,1
Student_37622,s37622@university.edu,Social Sciences,2026-04-24,0,18.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-04-27,0,12.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-05-01,0,16.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-05-03,0,14.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-05-04,1,26.0,75.0,1
Student_37622,s37622@university.edu,Social Sciences,2026-05-11,1,24.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-06-14,1,24.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-06-17,0,2.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-06-18,1,34.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-06-21,0,10.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-06-22,2,54.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-06-25,1,26.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-06-26,1,24.0,70.0,1
Student_37622,s37622@university.edu,Social Sciences,2026-06-28,0,4.0,100.0,1
Student_37622,s37622@university.edu,Social Sciences,2026-07-05,0,18.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-07-12,2,56.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-07-18,0,16.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-07-19,1,22.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-07-21,0,2.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-07-26,1,32.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-08-02,1,32.0,62.0,1
Student_37622,s37622@university.edu,Social Sciences,2026-08-27,1,34.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-08-28,0,16.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-08-29,0,6.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-08-30,2,52.0,77.0,1
Student_37622,s37622@university.edu,Social Sciences,2026-10-05,0,4.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-10-06,0,12.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-10-10,3,64.0,65.0,1
Student_37622,s37622@university.edu,Social Sciences,2026-10-18,0,2.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-10-31,3,72.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-11-03,0,8.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-11-05,0,10.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-11-09,0,10.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-11-16,0,4.0,,0
Student_37622,s37622@university.edu,Social Sciences,2026-11-21,0,4.0,,0
Student_38234,s38234@university.edu,Social Sciences,2026-03-11,0,6.0,,0
Student_38234,s38234@university.edu,Social Sciences,2026-03-14,0,8.0,,0
Student_38234,s38234@university.edu,Social Sciences,2026-03-27,1,32.0,,0
Student_38234,s38234@university.edu,Social Sciences,2026-03-29,1,20.0,,0
Student_38234,s38234@university.edu,Social Sciences,2026-04-01,0,2.0,,0
Student_38234,s38234@university.edu,Social Sciences,2026-04-21,1,24.0,,0
Student_38234,s38234@university.edu,Social Sciences,2026-07-27,1,26.0,73.0,1
Student_38234,s38234@university.edu,Social Sciences,2026-08-27,2,42.0,,0
Student_38234,s38234@university.edu,Social Sciences,2026-08-31,1,28.0,64.0,1
Student_47855,s47855@university.edu,Social Sciences,2026-04-11,0,4.0,,0
